@relation compiledtraffic
@attribute Time numeric
@attribute isbA numeric
@attribute isbB numeric
@attribute isbC numeric
@attribute ismA numeric
@attribute ismB numeric
@attribute ismC numeric
@attribute vsbA numeric
@attribute vsbB numeric
@attribute vsbC numeric
@attribute vsmA numeric
@attribute vsmB numeric
@attribute vsmC numeric
@attribute isbARmsValue numeric
@attribute isbBRmsValue numeric
@attribute isbCRmsValue numeric
@attribute ismARmsValue numeric
@attribute ismBRmsValue numeric
@attribute ismCRmsValue numeric
@attribute vsbARmsValue numeric
@attribute vsbBRmsValue numeric
@attribute vsbCRmsValue numeric
@attribute vsmARmsValue numeric
@attribute vsmBRmsValue numeric
@attribute vsmCRmsValue numeric
@attribute isbATrapAreaSum numeric
@attribute isbBTrapAreaSum numeric
@attribute isbCTrapAreaSum numeric
@attribute ismATrapAreaSum numeric
@attribute ismBTrapAreaSum numeric
@attribute ismCTrapAreaSum numeric
@attribute vsbATrapAreaSum numeric
@attribute vsbBTrapAreaSum numeric
@attribute vsbCTrapAreaSum numeric
@attribute vsmATrapAreaSum numeric
@attribute vsmBTrapAreaSum numeric
@attribute vsmCTrapAreaSum numeric
@attribute t numeric
@attribute GooseTimestamp numeric
@attribute SqNum numeric
@attribute StNum numeric
@attribute cbStatus numeric
@attribute frameLen numeric
@attribute ethDst {01:a0:f4:08:2f:77, FF:FF:FF:FF:FF:11, FF:FF:FF:FF:FF:22, FF:FF:FF:FF:FF:33, FF:FF:FF:FF:FF:44, FF:FF:FF:FF:FF:55, FF:FF:FF:FF:FF:66, FF:FF:FF:FF:FF:FF, FF:FF:FF:FF:FF:77, FF:FF:FF:FF:FF:AA, FF:FF:FF:FF:FF:BB, FF:FF:FF:FF:FF:CC, FF:FF:FF:FF:FF:DD, FF:FF:FF:FF:FF:EE, FF:FF:FF:FF:FF:AB, FF:FF:FF:FF:FF:AC}
@attribute ethSrc {00:a0:f4:08:2f:77, FF:FF:FF:FF:FF:11, FF:FF:FF:FF:FF:22, FF:FF:FF:FF:FF:33, FF:FF:FF:FF:FF:44, FF:FF:FF:FF:FF:55, FF:FF:FF:FF:FF:66, FF:FF:FF:FF:FF:FF, FF:FF:FF:FF:FF:77, FF:FF:FF:FF:FF:AA, FF:FF:FF:FF:FF:BB, FF:FF:FF:FF:FF:CC, FF:FF:FF:FF:FF:DD, FF:FF:FF:FF:FF:EE, FF:FF:FF:FF:FF:AB, FF:FF:FF:FF:FF:AC}
@attribute ethType {0x000077b7, 0x000088b8}
@attribute gooseTimeAllowedtoLive numeric
@attribute gooseAppid {0x00003002, 0x00003001}
@attribute gooseLen numeric
@attribute TPID {0x7101, 0x8100}
@attribute gocbRef {LD/LLN0$IntLockB, LD/LLN0$GO$gcbA}
@attribute datSet {LD/LLN0$IntLockA, AA1C1Q01A1LD0/LLN0$InterlockingC}
@attribute goID {InterlockingF, InterlockingA}
@attribute test {TRUE, FALSE}
@attribute confRev numeric
@attribute ndsCom {TRUE, FALSE}
@attribute numDatSetEntries numeric
@attribute APDUSize numeric
@attribute protocol {SV, GOOSE}
@attribute stDiff numeric
@attribute sqDiff numeric
@attribute gooseLengthDiff numeric
@attribute cbStatusDiff numeric
@attribute apduSizeDiff numeric
@attribute frameLengthDiff numeric
@attribute timestampDiff numeric
@attribute tDiff numeric
@attribute timeFromLastChange numeric
@attribute delay numeric
@attribute @class@ {normal, random_replay, inverse_replay, masquerade_fake_fault, masquerade_fake_normal, injection, high_StNum, poisoned_high_rate}
@data
232.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,232.01659,232.01659,2849,3989,0, 259, 01:a0:f4:08:2f:77, 00:a0:f4:08:2f:77, 0x000088b8, 11000, 0x00003001, 245, 0x8100, LD/LLN0$GO$gcbA, LD/LLN0$IntLockA, InterlockingA, FALSE, 1, FALSE, 25, 245, GOOSE,0, 1, -1, 0, -1, -1, 1000.0, 0.0, 0.0, -0.016590000000007876,normal
58.67519616622667,-0.040584177,0.084685855,-0.043471493,0.043074362,0.04606759,-0.08938376,0.09675716,-0.04918451,-0.047550667,0.09484839,-0.046504915,-0.048363347,0.0,-8.757698899719557E-5,0.0,4.013727251228616E-5,0.0,4.7612104288941026E-5,0.0,1.05349641907726E-4,0.0,4.333285530955244E-6,0.0,-1.0964749872699464E-4,0.0,3.600553807570073E-5,0.0,-2.290708749130843E-5,0.0,-1.3088218491663639E-5,0.0,-1.563426654060951E-5,0.0,-2.0183787830418964E-5,0.0,-1.563426654060951E-5,38.01659,1038.01659,1786,69,0, 257, 01:a0:f4:08:2f:77, 00:a0:f4:08:2f:77, 0x000088b8, 11000, 0x00003001, 243, 0x8100, LD/LLN0$GO$gcbA, LD/LLN0$IntLockA, InterlockingA, FALSE, 1, FALSE, 25, 243, GOOSE,0, 1, -7, 0, -7, -7, 1000.0, 0.0, 1000.0, -979.3414038427734,normal
4462.145,0.070779964,-0.009001313,-0.0597877,0.06518,-0.0939852,0.026715394,-0.025542632,-0.06598856,0.09151649,-0.02275254,-0.06623123,0.088987894,0.0,2.0939857563462283E-5,0.0,5.8198729895764245E-5,0.0,-7.801996420653268E-5,0.0,6.711493290367798E-5,0.0,-1.2261586884498854E-4,0.0,5.442172721359384E-5,0.0,-1.1573056156066741E-5,0.0,-3.789286352962051E-5,0.0,4.9459636841220345E-5,0.0,4.5869919290453254E-5,0.0,-3.812371429035011E-5,0.0,4.5869919290453254E-5,4462.01659,4462.01659,4819,3250,0, 261, 01:a0:f4:08:2f:77, 00:a0:f4:08:2f:77, 0x000088b8, 11000, 0x00003001, 247, 0x8100, LD/LLN0$GO$gcbA, LD/LLN0$IntLockA, InterlockingA, FALSE, 1, FALSE, 25, 247, GOOSE,0, 1, 0, 0, 0, 0, 1000.0, 0.0, 0.0, 0.1284295312498216,normal
4462.73,-0.0096524125,0.078550875,-0.06746716,0.15487465,-0.10787984,-0.048616577,0.04065535,-0.09730576,0.056639604,0.04118296,-0.094908014,0.053726673,0.0,2.3577021562459777E-4,0.0,-2.0296355822324585E-4,0.0,-4.8724802297783754E-5,0.0,-2.811627221035451E-4,0.0,1.717217298420337E-4,0.0,1.243880936954156E-4,0.0,-4.152339728591414E-5,0.0,4.150418459403227E-5,0.0,3.372137058477165E-8,0.0,2.0079093516756075E-6,0.0,3.276742508617758E-5,0.0,2.0079093516756075E-6,4462.60631,4462.63931,4,3252,0, 261, 01:a0:f4:08:2f:77, 00:a0:f4:08:2f:77, 0x000088b8, 11000, 0x00003001, 247, 0x8100, LD/LLN0$GO$gcbA, LD/LLN0$IntLockA, InterlockingA, FALSE, 1, FALSE, 25, 247, GOOSE,0, 1, 0, 0, 0, 0, 0.024999999999636202, 0.0, 0.03299999999944703, 0.09067046875043161,normal
63.336582,0.047257874,0.029437477,-0.07429042,0.098827526,-0.06782647,-0.033340525,0.028954731,-0.09425839,0.065300375,0.030216875,-0.09260458,0.062385373,0.0,9.830087514650643E-6,0.0,-2.273770927363472E-5,0.0,1.3378639748040655E-5,0.0,2.8847496034600795E-5,0.0,-2.5893063557713702E-5,0.0,-3.4968095918852526E-6,0.0,-1.9945236361174068E-5,0.0,-1.2652456071959861E-5,0.0,3.259032156788244E-5,0.0,3.2147784933656E-5,0.0,-1.2887588724863619E-5,0.0,3.2147784933656E-5,38.01659,1038.01659,1791,69,0, 257, 01:a0:f4:08:2f:77, 00:a0:f4:08:2f:77, 0x000088b8, 11000, 0x00003001, 243, 0x8100, LD/LLN0$GO$gcbA, LD/LLN0$IntLockA, InterlockingA, FALSE, 1, FALSE, 25, 243, GOOSE,0, 1, -7, 0, -7, -7, 1000.0, 0.0, 1000.0, -974.6800078161621,normal
3242.8777,0.07175398,-0.036234453,-0.034353264,0.05374805,-0.09961922,0.0444966,-0.05020243,-0.046383373,0.09656347,-0.047427714,-0.04700518,0.09444426,0.0,-1.429876252103668E-4,0.0,6.517020755936187E-5,0.0,6.874621359997946E-5,0.0,1.231966402173157E-4,0.0,-4.359346232263306E-5,0.0,-7.070470477898994E-5,0.0,6.89402503439851E-6,0.0,8.686032636262553E-6,0.0,-1.5581362475813876E-5,0.0,-1.5980393499148704E-5,0.0,8.08096507931566E-6,0.0,-1.5980393499148704E-5,3242.60631,3242.79731,5,1510,0, 261, 01:a0:f4:08:2f:77, 00:a0:f4:08:2f:77, 0x000088b8, 11000, 0x00003001, 247, 0x8100, LD/LLN0$GO$gcbA, LD/LLN0$IntLockA, InterlockingA, FALSE, 1, FALSE, 25, 247, GOOSE,0, 1, 0, 0, 0, 0, 0.15799999999990177, 0.0, 0.19099999999980355, 0.08037554687507509,normal
62.63727807540636,0.035557777,0.041425828,-0.07477339,0.092358455,-0.06118067,-0.03323991,0.03775773,-0.09326023,0.05550375,0.03880425,-0.09134094,0.052534483,0.0,9.471777370984036E-5,0.0,-1.265755444208594E-4,0.0,3.2900435638971715E-5,0.0,-2.4871685186500514E-5,0.0,1.0354018205321891E-4,0.0,-7.97496893936156E-5,0.0,9.43747187598376E-6,0.0,-3.517629787053167E-5,0.0,2.5735189292830363E-5,0.0,2.6803754181514705E-5,0.0,-3.572296878578962E-5,0.0,2.6803754181514705E-5,38.01659,1038.01659,1790,69,0, 257, 01:a0:f4:08:2f:77, 00:a0:f4:08:2f:77, 0x000088b8, 11000, 0x00003001, 243, 0x8100, LD/LLN0$GO$gcbA, LD/LLN0$IntLockA, InterlockingA, FALSE, 1, FALSE, 25, 243, GOOSE,0, 1, -7, 0, -7, -7, 1000.0, 0.0, 1000.0, -975.3793219335937,normal
4485.843,0.061313454,-0.06773091,0.006488758,-3.4534925E-4,-0.08350841,0.083397575,-0.086423114,0.0068457206,0.07955584,-0.083702244,0.0048394515,0.078881554,0.0,-3.7893042872383376E-5,0.0,-1.0565788159055955E-5,0.0,4.169559616684637E-5,0.0,3.522731049088179E-7,0.0,-2.5795421734642332E-5,0.0,3.195987915205478E-5,0.0,-4.102872827616011E-5,0.0,3.70624008780851E-5,0.0,3.9575497545740745E-6,0.0,4.8924619306944805E-6,0.0,3.580953582904556E-5,0.0,4.8924619306944805E-6,4485.80631,4485.839309999999,4,299,1, 267, 01:a0:f4:08:2f:77, 00:a0:f4:08:2f:77, 0x000088b8, 11000, 0x00003001, 253, 0x8100, LD/LLN0$GO$gcbA, LD/LLN0$IntLockA, InterlockingA, FALSE, 1, FALSE, 25, 253, GOOSE,0, 1, 7, 0, 7, 7, 0.024999999999636202, 0.0, 0.03299999999944703, 0.0034634375006135087,masquerade_fake_fault
63.84373330611925,-0.0649866,0.0073706545,0.05545516,-0.081916295,0.091649055,-0.0074822824,0.0145566,0.0751,-0.089643165,0.012331563,0.07457717,-0.086915314,0.0,-4.9534347405177925E-5,0.0,-8.387260463926793E-8,0.0,4.883042223502443E-5,0.0,1.0351855981305391E-6,0.0,2.8944722835509695E-5,0.0,-2.918197457402183E-5,0.0,2.8424793696579798E-6,0.0,2.6658707048099473E-5,0.0,-2.9497840965175826E-5,0.0,-2.8675697107960474E-5,0.0,2.6693941388211684E-5,0.0,-2.8675697107960474E-5,38.01659,1038.01659,1791,69,0, 257, 01:a0:f4:08:2f:77, 00:a0:f4:08:2f:77, 0x000088b8, 11000, 0x00003001, 243, 0x8100, LD/LLN0$GO$gcbA, LD/LLN0$IntLockA, InterlockingA, FALSE, 1, FALSE, 25, 243, GOOSE,0, 1, -7, 0, -7, -7, 1000.0, 0.0, 1000.0, -974.1728667028808,normal
43.019855,-0.05053585,0.021371119,0.028053552,-0.015476858,-0.0044309995,0.020978866,-0.017833358,0.04212193,-0.024286209,-0.0183183,0.04188972,-0.023568653,0.0,1.2094458416445769E-4,0.0,3.40836809478752E-4,0.0,-4.588078103794323E-4,0.0,-1.150705020944165E-5,0.0,-3.7511714431205656E-4,0.0,3.8354589362388225E-4,0.0,3.883313682936755E-5,0.0,-9.374225400953125E-5,0.0,5.4907102682375496E-5,0.0,5.6630464212718834E-5,0.0,-9.895000743744692E-5,0.0,5.6630464212718834E-5,38.01659,1038.01659,1771,69,0, 257, 01:a0:f4:08:2f:77, 00:a0:f4:08:2f:77, 0x000088b8, 11000, 0x00003001, 243, 0x8100, LD/LLN0$GO$gcbA, LD/LLN0$IntLockA, InterlockingA, FALSE, 1, FALSE, 25, 243, GOOSE,0, 1, -7, 0, -7, -7, 1000.0, 0.0, 1000.0, -994.9967345007324,normal
